OBJECTID,Name,Baujahr,Gesamtleistung (MW),Anzahl,Typ (WKA),Ort,Landkreis,Breitengrad,Längengrad,Projektierer / Betreiber,Bemerkungen,x,y
6620,Windpark Eilsleben-Ovelgünne,2006,,,Vestas V80-2.0MW (10×),Ovelgünne,,52.1531,11.2428,,,1251542.7711,6827855.378
6621,Windpark Elbe-Parey,2005,26.8,12,Vestas V80-2.0MW (4×),Elbe-Parey,JL,52.3708,12.0044,wind7,,1336323.6953,6867450.547
6622,Windpark Elbe-Parey,2016,,,Enercon E-92 (8×),,,52.3708,12.0044,,,1336323.6953,6867450.547
6623,Windpark Elster,2000–2002,14,7,Enercon E-70 (4×),Elster,WB,51.8364,12.8719,"wpd, VSB","Repowering im Gange (16× Siemens Gamesa SG 6.6-155 statt 50× Enercon E-40/6.44), 7× Enercon E-40/6.44 wurden bereits stillgelegt und werden im Zuge des Repowerings abgebaut",1432893.3535,6770598.3595
6624,Windpark Elster,2007,,,Enercon E-82 (3×),Gentha,,51.8364,12.8719,,2022 Abbau weiterer 43 Enercon E-40/6.44,1432893.3535,6770598.3595
6625,Windpark Elster,2012,,,,Listerfehrda,,51.8364,12.8719,,,1432893.3535,6770598.3595
6626,Windpark Elster,2022,,,,Meltendorf,,51.8364,12.8719,,,1432893.3535,6770598.3595
6627,Windpark Elster,,,,,Ruhlsdorf,,51.8364,12.8719,,,1432893.3535,6770598.3595
6628,Windpark Esperstedt-Obhausen-Stedten (incl. Windpark Asendorfer Kippe),2001,151.1,72,Enercon E-66/18.70 (30×),Esperstedt,MSH,51.3906,11.7056,"HSE, MBBF, Global Wind Power, N-ERGIE, ABO Wind","errichtet beiderseits der A 38, zum Teil errichtet auf rekultivierter Abraumhalde im Tagebau Amsdorf; Repowering geplant",1303061.4314,6690679.3557
6629,Windpark Esperstedt-Obhausen-Stedten (incl. Windpark Asendorfer Kippe),2005,,,Enercon E-70 (5×),Obhausen,SK,51.3906,11.7056,,,1303061.4314,6690679.3557
6630,Windpark Esperstedt-Obhausen-Stedten (incl. Windpark Asendorfer Kippe),2007,,,Fuhrländer FL 2500/100 (16×),Mücheln,,51.3906,11.7056,,,1303061.4314,6690679.3557
6631,Windpark Esperstedt-Obhausen-Stedten (incl. Windpark Asendorfer Kippe),2009,,,Vestas V90-2.0MW (13×),Nemsdorf-Göhrendorf,,51.3906,11.7056,,,1303061.4314,6690679.3557
6632,Windpark Esperstedt-Obhausen-Stedten (incl. Windpark Asendorfer Kippe),2011,,,Enercon E-53 (1×),Stedten,,51.3906,11.7056,,,1303061.4314,6690679.3557
6633,Windpark Esperstedt-Obhausen-Stedten (incl. Windpark Asendorfer Kippe),2012,,,Enercon E-82 (1×),Teutschenthal,,51.3906,11.7056,,,1303061.4314,6690679.3557
6634,Windpark Esperstedt-Obhausen-Stedten (incl. Windpark Asendorfer Kippe),2013,,,Enercon E-101 (6×),,,51.3906,11.7056,,,1303061.4314,6690679.3557
6635,Windpark Farnstädt,2004,41,22,NEG Micon NM 82/1500 (6×),Farnstädt,SK,51.4078,11.5856,e3 GmbH,,1289703.0925,6693748.3161
6636,Windpark Farnstädt,2007,,,Vestas V90-2.0MW (16×),Gatterstädt,,51.4078,11.5856,,,1289703.0925,6693748.3161
6637,Windpark Ferchland-Nielebock,2001,29.7,20,Nordex N60/1300 (4×),Ferchland,JL,52.4256,12.0367,"Prokon, BVT",,1339919.3148,6877448.2666
6638,Windpark Ferchland-Nielebock,2002,,,AN Bonus 1300/62 (5×),Nielebock,,52.4256,12.0367,,,1339919.3148,6877448.2666
6639,Windpark Ferchland-Nielebock,2003,,,GE Wind Energy 1.5sl (8×),,,52.4256,12.0367,,,1339919.3148,6877448.2666
6640,Windpark Ferchland-Nielebock,2014,,,Vestas V90-2.0MW (3×),,,52.4256,12.0367,,,1339919.3148,6877448.2666
6641,Windpark Fischbeck-Mangelsdorf,2001,65.5,34,GE Wind Energy 1.5sl (10×),Fischbeck,JL,52.5253,12.0422,"Enercity, PNE Wind, EECH",Repowering geplant,1340531.572,6895669.4709
6642,Windpark Fischbeck-Mangelsdorf,2002,,,Nordex N62/1300 (10×),Jerichow,SDL,52.5253,12.0422,,,1340531.572,6895669.4709
6643,Windpark Fischbeck-Mangelsdorf,2003,,,Vestas V90-2.0MW (1×),,,52.5253,12.0422,,,1340531.572,6895669.4709
6644,Windpark Fischbeck-Mangelsdorf,2013,,,Vestas V112-3.3MW (8×),,,52.5253,12.0422,,,1340531.572,6895669.4709
6645,Windpark Fischbeck-Mangelsdorf,2014,,,Siemens SWT-2.3-113 (5×),,,52.5253,12.0422,,,1340531.572,6895669.4709
6646,Windpark Fischbeck-Mangelsdorf,2015,,,,,,52.5253,12.0422,,,1340531.572,6895669.4709
6647,Windpark Fleetmark,2002,37.5,19,Enercon E-40/6.44 (2×),Fleetmark,SAW,52.8014,11.4025,Prokon,,1269320.4938,6946346.4532
6648,Windpark Fleetmark,2017,,,REpower MD77 (11×),Kerkau,,52.8014,11.4025,,,1269320.4938,6946346.4532
6649,Windpark Fleetmark,,,,Vestas V117-3.3MW (6×),,,52.8014,11.4025,,,1269320.4938,6946346.4532
6650,Windpark Flessau-Storbeck (Windpark Osterburg),2014,36,12,Enercon E-82 E2 (6×),Osterburg,SDL,52.7556,11.7061,"Naturwind, FEFA, wpd",,1303117.0912,6937917.8692
6651,Windpark Flessau-Storbeck (Windpark Osterburg),2019,,,Enercon E-101 (3×),,,52.7556,11.7061,,,1303117.0912,6937917.8692
6652,Windpark Flessau-Storbeck (Windpark Osterburg),,,,Vestas V136-3.6MW (3×),,,52.7556,11.7061,,,1303117.0912,6937917.8692
6653,Windpark Freckleben,1999,6,5,DeWind D6 62/1000 (4×),Freckleben,SLK,51.6928,11.5717,WP Freckleben,,1288155.7516,6744769.2171
6654,Windpark Freckleben,2002,,,DeWind D8 80/2000 (1×),,,51.6928,11.5717,,,1288155.7516,6744769.2171
6655,Windpark Gadegast,2016,22,8,GE Wind Energy 2.75-120 (8×),Gadegast,WB,51.9086,12.8586,Vortex Energy,,1431412.8043,6783616.004
6656,Windpark Gagel-Dewitz-Höwisch,2017,48,16,Enercon E-115 (16×),Bretsch,SAW,52.8378,11.5917,Prokon,,1290382.1414,6953051.4861
6657,Windpark Gagel-Dewitz-Höwisch,,,,,Gagel,SDL,52.8378,11.5917,,,1290382.1414,6953051.4861
6658,Windpark Gagel-Dewitz-Höwisch,,,,,Höwisch,,52.8378,11.5917,,,1290382.1414,6953051.4861
6659,Windpark Nienstedt-Sotterhausen,2009,26.8,9,Vestas V90-2.0MW (5×),Nienstedt,MSH,51.4428,11.375,e.n.o. energy,2020 Repowering (4× Enercon E-138 EP3 E2 statt 4× GET Danwin 600/41 und 1× Nordtank NTK 600/43 im Windpark Galgenberg),1266259.2078,6699996.8602
6660,Windpark Nienstedt-Sotterhausen,2020,,,Enercon E-138 EP3 E2 (4×),Sotterhausen,,51.4428,11.375,,,1266259.2078,6699996.8602
6661,Windpark Nienstedt-Sotterhausen,2021,,,,,,51.4428,11.375,,,1266259.2078,6699996.8602
6662,Windpark Gardelegen,2000,17.4,11,DeWind D6 62/1000 (9×),Gardelegen,SAW,52.5422,11.4178,Ökofair Energie,Erweiterung geplant (1× ENO Energy eno 160-6.0),1271023.682,6898762.2179
6663,Windpark Gardelegen,2001,,,Enercon E-141 EP4 (2×),,,52.5422,11.4178,,,1271023.682,6898762.2179
6664,Windpark Gardelegen,2019,,,,,,52.5422,11.4178,,,1271023.682,6898762.2179
6665,Windpark Genthin,2011,6,3,Enercon E-82 (3×),Genthin,JL,52.4333,12.1531,WP Genthin,,1352876.9036,6878854.0512
6666,Windpark Gerbstedt-Ihlewitz,1999,68.7,40,Nordex N60/1300 (19×),Gerbstedt,MSH,51.6403,11.6564,"e.n.o. energy, Ostwind, SeeBA, wpd","Repowering 2021 (8× Vestas V126-3.3MW statt 9× Enron Wind 1.5s), weiteres Repowering geplant",1297584.5125,6735346.5717
6667,Windpark Gerbstedt-Ihlewitz,2000,,,Nordex N62/1300 (3×),Ihlewitz,,51.6403,11.6564,,,1297584.5125,6735346.5717
6668,Windpark Gerbstedt-Ihlewitz,2001,,,AN Bonus 1300/62 (1×),Zabenstedt,,51.6403,11.6564,,,1297584.5125,6735346.5717
6669,Windpark Gerbstedt-Ihlewitz,2002,,,GE Wind Energy 1.5sl (4×),,,51.6403,11.6564,,,1297584.5125,6735346.5717
6670,Windpark Gerbstedt-Ihlewitz,2003,,,Vestas V90-2.0MW (2×),,,51.6403,11.6564,,,1297584.5125,6735346.5717
6671,Windpark Gerbstedt-Ihlewitz,2008,,,Enercon E-53 (3×),,,51.6403,11.6564,,,1297584.5125,6735346.5717
6672,Windpark Gerbstedt-Ihlewitz,2009,,,Vestas V126-3.3MW (8×),,,51.6403,11.6564,,,1297584.5125,6735346.5717
6673,Windpark Gerbstedt-Ihlewitz,2021,,,,,,51.6403,11.6564,,,1297584.5125,6735346.5717
6674,Windpark Gommern-Nedlitz,1998,27,15,Enercon E-40/5.40 (2×),Gommern,JL,52.1178,11.8542,Boreas,,1319603.5078,6821453.2953
6675,Windpark Gommern-Nedlitz,2008,,,Vestas V90-2.0MW (11×),,,52.1178,11.8542,,,1319603.5078,6821453.2953
6676,Windpark Gommern-Nedlitz,2010,,,Enercon E-82 (2×),,,52.1178,11.8542,,,1319603.5078,6821453.2953
6677,Windpark Grabow-Reesen,2012,18.4,8,Enercon E-82 E2 (8×),Grabow,JL,52.2722,11.9553,WP Grabow-Reesen,,1330857.9083,6849493.1398
6678,Windpark Grabow-Reesen,,,,,Reesen,,52.2722,11.9553,,,1330857.9083,6849493.1398
6679,Windpark Grana,2001,1.8,3,Enercon E-40/6.44 (3×),Grana,BLK,51.0431,12.0897,"PNE Wind, Pommer & Schwarz",,1345819.2478,6628921.1577
6680,Windpark Groß Santersleben-Nord-Niedere Börde,1998,28.8,18,Tacke TW 600e (4×),Groß Santersleben,BK,52.205,11.4675,"Germania Windpark, WP Hermsdorf, Vensol, Notus energy",,1276556.2607,6837277.2971
6681,Windpark Groß Santersleben-Nord-Niedere Börde,2002,,,Enercon E-66/18.70 (3×),Hermsdorf,,52.205,11.4675,,,1276556.2607,6837277.2971
6682,Windpark Groß Santersleben-Nord-Niedere Börde,2003,,,GE Wind Energy 1.5sl (2×),Niedere Börde,,52.205,11.4675,,,1276556.2607,6837277.2971
6683,Windpark Groß Santersleben-Nord-Niedere Börde,2006,,,Vestas V80-2.0MW (6×),,,52.205,11.4675,,,1276556.2607,6837277.2971
6684,Windpark Groß Santersleben-Nord-Niedere Börde,,,,Enercon E-70 (3×),,,52.205,11.4675,,,1276556.2607,6837277.2971
6685,Windpark Groß Santersleben-Süd,1998,20.3,11,Tacke TW 600 (1×),Groß Santersleben,BK,52.1714,11.4556,"Germania Windpark, Stadtwerke Rheine",errichtet an der A 2,1275231.5587,6831176.3029
6686,Windpark Groß Santersleben-Süd,2000,,,GE Wind Energy 1.5sl (6×),Irxleben,,52.1714,11.4556,,Repowering 2017 (1× GE Wind Energy 3.2-130 statt 2× Tacke TW 1.5s),1275231.5587,6831176.3029
6687,Windpark Groß Santersleben-Süd,2003,,,GE Wind Energy 2.5xl (3×),,,52.1714,11.4556,,,1275231.5587,6831176.3029
6688,Windpark Groß Santersleben-Süd,2013,,,GE Wind Energy 3.2-130 (1×),,,52.1714,11.4556,,,1275231.5587,6831176.3029
6689,Windpark Groß Santersleben-Süd,2017,,,,,,52.1714,11.4556,,,1275231.5587,6831176.3029
6690,Windpark Großkorbetha,1994,7.5,7,Enercon E-40/5.40 (3×),Großkorbetha,BLK,51.2692,12.0031,"Aquavent, envia_M Gruppe",Repowering 2017 (2× Enercon E-82 E2 statt 1× Enercon E-40/5.40),1336178.9799,6669050.9417
6691,Windpark Großkorbetha,2005,,,Enercon E-40/6.44 (1×),Wengelsdorf,,51.2692,12.0031,,,1336178.9799,6669050.9417
6692,Windpark Großkorbetha,2016,,,Enercon E-58 (1×),,,51.2692,12.0031,,,1336178.9799,6669050.9417
6693,Windpark Großkorbetha,,,,Enercon E-82 E2 (2×),,,51.2692,12.0031,,,1336178.9799,6669050.9417
6694,Windpark Hakenstedt,2001,64.1,34,Nordex N62/1300 (6×),Hakenstedt,BK,52.1697,11.2889,"Prokon, WindStrom",,1256674.5996,6830867.7441
6695,Windpark Hakenstedt,2003,,,Vestas V80-2.0MW (27×),,,52.1697,11.2889,,,1256674.5996,6830867.7441
6696,Windpark Hakenstedt,2006,,,Enercon E-82 E2 (1×),,,52.1697,11.2889,,,1256674.5996,6830867.7441
6697,Windpark Hakenstedt,2007,,,,,,52.1697,11.2889,,,1256674.5996,6830867.7441
6698,Windpark Hakenstedt,2011,,,,,,52.1697,11.2889,,,1256674.5996,6830867.7441
6699,Windpark Haldensleben-Süd,2000,5.8,3,Vestas V80-2.0MW (2×),Wedringen,BK,52.2408,11.4683,Notus energy,,1276645.3163,6843782.8396
6700,Windpark Haldensleben-Süd,2006,,,Enercon E-66/18.70 (1×),,,52.2408,11.4683,,,1276645.3163,6843782.8396
6701,Windpark Helbra,2000,3.9,4,NEG Micon NM 52/900 (1×),Helbra,MSH,51.555,11.5067,MDP,,1280919.9847,6720060.2498
6702,Windpark Helbra,,,,NEG Micon NM 60/1000 (3×),,,51.555,11.5067,,,1280919.9847,6720060.2498
6703,Windpark Hillersleben,1999,1.8,3,Tacke TW 600a (3×),Hillersleben,BK,52.2897,11.4686,Energiequelle,,1276678.7121,6852677.3874
6704,Windpark Hindenburg,2000,5.1,6,Frisia F56/850 (6×),Hindenburg,SDL,52.7381,11.91,wpd,,1325815.1353,6934699.6805
6705,Windpark Hohe Wuhne (Windpark Förderstedt-Hohenerxleben),2000,43.35,22,Nordex N60/1300 (5×),Staßfurt,SLK,51.8728,11.6544,"Prokon, Windwärts Energie GmbH",Erweiterung geplant (6× Vestas V162-6.0MW),1297361.8735,6777158.6593
6706,Windpark Hohe Wuhne (Windpark Förderstedt-Hohenerxleben),2008,,,REpower MM92 (7×),,,51.8728,11.6544,,,1297361.8735,6777158.6593
6707,Windpark Hohe Wuhne (Windpark Förderstedt-Hohenerxleben),2009,,,Enercon E-82 (5×),,,51.8728,11.6544,,,1297361.8735,6777158.6593
6708,Windpark Hohe Wuhne (Windpark Förderstedt-Hohenerxleben),2011,,,Nordex N90/2500 (5×),,,51.8728,11.6544,,,1297361.8735,6777158.6593
6709,Windpark Hohenberg-Krusemark,1997,1.8,3,Tacke TW 600 (3×),Hohenberg-Krusemark,SDL,52.7356,11.9703,Germania Windpark,,1332527.7006,6934240.0448
6710,Windpark Hohenmölsen-Ost,2017,28.8,9,Siemens SWT-3.2-113 (9×),Hohenmölsen,BLK,51.1433,12.1656,"GETEC, MIBRAG",Erweiterung geplant,1354268.3972,6646681.0853
6711,Windpark Hohenmölsen-West,2014,26.4,12,eno energy eno 92 2.2 (12×),Hohenmölsen,BLK,51.1506,12.0572,"e.n.o. energy, Boreas",,1342201.3644,6647976.4779
6712,Windpark Hohenmölsen-West,2016,,,,,,51.1506,12.0572,,,1342201.3644,6647976.4779
6713,Windpark Holleben (incl. Windpark Große Schanze),2004,67.5,38,GE Wind Energy 1.5sl (17×),Bad Lauchstädt,SK,51.4203,11.8339,"Saxovent-Notus energy, Terrawatt Planungsgesellschaft, heliotec",errichtet beiderseits der A 143; Erweiterung geplant (8× Vestas V162-6.2MW),1317343.7221,6695979.3897
6714,Windpark Holleben (incl. Windpark Große Schanze),2012,,,Vestas V90-2.0MW (21×),Teutschenthal,,51.4203,11.8339,,,1317343.7221,6695979.3897
6715,Windpark Hübitz,1997,2.4,4,Vestas V44-600kW (4×),Hübitz,MSH,51.5856,11.5506,Ostwind,,1285806.9104,6725540.6698
6716,Windpark Immekath,2001,2.4,4,Enercon E-40/6.44 (4×),Immekath,SAW,52.6139,11.0722,,,1232551.666,6911896.7756
6717,Windpark Immekath,2002,,,,,,52.6139,11.0722,,,1232551.666,6911896.7756
6718,Windpark Jeetze-Kahrstedt,2002,75.5,30,Enercon E-70 (16×),Brunau,SAW,52.7247,11.44,"wpd, Ventotec",Repowering 2020 (6× Vestas V136-3.6MW statt 4× Enercon E-40/6.44),1273494.9747,6932236.3408
6719,Windpark Jeetze-Kahrstedt,2006,,,Enercon E-82 E2 (3×),Jeetze,,52.7247,11.44,,,1273494.9747,6932236.3408
6720,Windpark Jeetze-Kahrstedt,2012,,,Vestas V112-3.0MW (5×),Kahrstedt,,52.7247,11.44,,,1273494.9747,6932236.3408
6721,Windpark Jeetze-Kahrstedt,2013,,,Vestas V136-3.6MW (6×),Vienau,,52.7247,11.44,,,1273494.9747,6932236.3408
6722,Windpark Jeetze-Kahrstedt,2020,,,,,,52.7247,11.44,,,1273494.9747,6932236.3408
6723,Windpark Jeggeleben-Liesten,2002,46.3,25,Vestas V82-1.5MW (18×),Jeggeleben,SAW,52.7703,11.2911,"deag, MDP, Windstrom",,1256919.5025,6940622.1471
6724,Windpark Jeggeleben-Liesten,2004,,,Vestas V112-3.3MW (3×),Liesten,,52.7703,11.2911,,,1256919.5025,6940622.1471
6725,Windpark Jeggeleben-Liesten,2014,,,Enercon E-92 (4×),,,52.7703,11.2911,,,1256919.5025,6940622.1471
6726,Windpark Jeggeleben-Liesten,2015,,,,,,52.7703,11.2911,,,1256919.5025,6940622.1471
6727,Windpark Jeggeleben-Liesten,2016,,,,,,52.7703,11.2911,,,1256919.5025,6940622.1471
6728,Windpark Kassieck-Lindstedt,2011,52.9,23,Enercon E-82 E2 (23×),Kassieck,SAW,52.5733,11.5069,WindStrom,,1280942.2486,6904456.7174
6729,Windpark Kassieck-Lindstedt,2012,,,,Lindstedt,,52.5733,11.5069,,,1280942.2486,6904456.7174
6730,Windpark Kassieck-Lindstedt,2015,,,,,,52.5733,11.5069,,,1280942.2486,6904456.7174
6731,Windpark Klein Schwechten,2001,1.98,3,Vestas V47-660kW (3×),Klein Schwechten,SDL,52.5733,11.5069,,2022 abgebaut,1280942.2486,6904456.7174
6732,Windpark Klitsche,2015,9,3,Vestas V112-3.0MW (3×),Klitsche,JL,52.4947,12.2239,,,1360758.3235,6890072.6123
6733,Windpark Könnern,2003,33.6,17,AN Bonus 1300/62 (5×),Könnern,SLK,51.6844,11.8006,Prokon,errichtet an der A 14;Repowering geplant,1313636.7831,6743260.8598
6734,Windpark Könnern,2008,,,AN Bonus 2300/82 (10×),,,51.6844,11.8006,,,1313636.7831,6743260.8598
6735,Windpark Könnern,,,,REpower MM82 (2×),,,51.6844,11.8006,,,1313636.7831,6743260.8598
6736,Windpark Krevese-Rossau,1997,82,28,Enercon E-66/18.70 (1×),Osterburg,SDL,52.8172,11.6672,"Germania Windpark, Global Wind Power, Wenger-Rosenau, Notus energy","Repowering 2017 (8× Vestas V126-3.45MW statt 7× Vestas V80-2.0MW und 2× Tacke TW 600), Repowering 2022 (1× Vestas V150-5.6MW statt 1× Vestas V80-2.0MW)",1298786.763,6949256.1898
6737,Windpark Krevese-Rossau,2001,,,Vestas V80-2.0MW (7×),Stapel,,52.8172,11.6672,,,1298786.763,6949256.1898
6738,Windpark Krevese-Rossau,2002,,,Vestas V112-3.0MW (11×),,,52.8172,11.6672,,,1298786.763,6949256.1898
6739,Windpark Krevese-Rossau,2003,,,Vestas V126-3.45MW (8×),,,52.8172,11.6672,,,1298786.763,6949256.1898
6740,Windpark Krevese-Rossau,2013,,,Vestas V150-5.6MW (1×),,,52.8172,11.6672,,,1298786.763,6949256.1898
6741,Windpark Krevese-Rossau,2014,,,,,,52.8172,11.6672,,,1298786.763,6949256.1898
6742,Windpark Krevese-Rossau,2017,,,,,,52.8172,11.6672,,,1298786.763,6949256.1898
6743,Windpark Krevese-Rossau,2022,,,,,,52.8172,11.6672,,,1298786.763,6949256.1898
6744,Windpark Langendorf-Ost,2001,18,12,Enron Wind 1.5sl (12×),Elsteraue,BLK,51.0947,12.2708,"WP Langendorf, AEZ Dienstleistungs-GmbH, 3U ENERGY",,1365979.2076,6638062.1826
6745,Windpark Langendorf-West (Windpark Traupitz),2001,4.5,3,Enron Wind 1.5sl (3×),Elsteraue,BLK,51.0947,12.2408,,errichtet auf rekultivierter Abraumhalde im Tagebau Profen,1362639.6229,6638062.1826
6746,Windpark Langeneichstädt-Süd,1997,2.2,4,Enercon E-40/5.40 (2×),Langeneichstädt,SK,51.3339,11.7403,WP Langeneichstädt,,1306924.2178,6680570.6545
6747,Windpark Langeneichstädt-Süd,2002,,,Enercon E-40/6.44 (2×),,,51.3339,11.7403,,,1306924.2178,6680570.6545
6748,Windpark Langenweddingen,2002,8.4,6,Enercon E-40/6.44 (2×),Langenweddingen,BK,52.05,11.5003,,,1280207.54,6809171.1496
6749,Windpark Langenweddingen,2004,,,Enercon E-66/18.70 (4×),,,52.05,11.5003,,,1280207.54,6809171.1496
6750,Windpark Libbesdorf-Quellendorf-Mosigkau,2004,64,25,Enercon E-66/18.70 (4×),Libbesdorf,ABI,51.7761,12.1239,"VSB, e3 planet, wpd",,1349626.3744,6759742.2694
6751,Windpark Libbesdorf-Quellendorf-Mosigkau,2005,,,Enercon E-70 E4 (18×),Quellendorf,,51.7761,12.1239,,,1349626.3744,6759742.2694
6752,Windpark Libbesdorf-Quellendorf-Mosigkau,2006,,,Vestas V136-4.2MW (1×),Mosigkau,,51.7761,12.1239,,,1349626.3744,6759742.2694
6753,Windpark Libbesdorf-Quellendorf-Mosigkau,2007,,,Vestas V150-5.6MW (2×),,,51.7761,12.1239,,,1349626.3744,6759742.2694
6754,Windpark Libbesdorf-Quellendorf-Mosigkau,2022-2023,,,,,,51.7761,12.1239,,,1349626.3744,6759742.2694
6755,Windpark Linda,2019,18,5,GE Wind Energy 3.6-137 (5×),Jessen,WB,51.8625,13.1242,,,1460979.2611,6775301.7723
6756,Windpark Löberitz,2003,4.25,5,Vestas V52-850kW (5×),Löberitz,ABI,51.6592,12.1878,wpd,,1356739.6899,6738737.4663
6757,Windpark Löberitz-Großzöberitz-Zörbig,1998,40.5,27,Vestas V52-850kW (8×),Großzöberitz,ABI,51.6372,12.1683,"Contino Wind, wpd","Repowering geplant, eine weitere Vestas V52-850kW wurde bereits abgebaut",1354568.9598,6734790.5281
6758,Windpark Löberitz-Großzöberitz-Zörbig,2001,,,Enercon E-66/15.66 (5×),Löberitz,,51.6372,12.1683,,,1354568.9598,6734790.5281
6759,Windpark Löberitz-Großzöberitz-Zörbig,2002,,,Enercon E-66/18.70 (9×),Zörbig,,51.6372,12.1683,,,1354568.9598,6734790.5281
6760,Windpark Löberitz-Großzöberitz-Zörbig,2003,,,Vestas V80-2.0MW (3×),,,51.6372,12.1683,,,1354568.9598,6734790.5281
6761,Windpark Löberitz-Großzöberitz-Zörbig,,,,Vestas V90-2.0MW (2×),,,51.6372,12.1683,,,1354568.9598,6734790.5281
6762,Windpark Lockstedt,2008,18,9,Enercon E-70 (9×),Lockstedt,BK,52.3886,11.0894,Naturwind,,1234466.3612,6870696.6202
6763,Windpark Löderburg,1998,5,4,Enercon E-40/5.40 (2×),Staßfurt,SLK,51.8928,11.5489,"Energiequelle, greenwind",,1285617.6672,6780765.4803
6764,Windpark Löderburg,2009,,,Enercon E-70 (2×),,,51.8928,11.5489,,,1285617.6672,6780765.4803
6765,Windpark Luko,2017,30,12,GE Wind Energy 2.5-120 (12×),Luko,WB,51.935,12.335,"VSB Group, Sabowind",,1373125.9189,6788381.1428
6766,Windpark Lust-Unseburg,2006,6.3,3,Vestas V80-2.0MW (2×),Staßfurt,SLK,51.9097,11.5386,,,1284471.0765,6783814.4955
6767,Windpark Lust-Unseburg,2009,,,Enercon E-70 E4 (1×),Unseburg,,51.9097,11.5386,,,1284471.0765,6783814.4955
6768,Windpark Lützen,2017,21.7,5,Vestas V126-3.3MW (1×),Lützen,BLK,51.2356,12.1417,"Windpark Lützen GmbH & Co. KG, envia_M Gruppe, Aquavent",errichtet an der A 38; Erweiterung 2021 (1× Vestas V150-5.6MW); Erweiterung 2022 (1× Vestas V150-5.6MW),1351607.8614,6663074.923
6769,Windpark Lützen,2020,,,Vestas V136-3.6MW (2×),,,51.2356,12.1417,,,1351607.8614,6663074.923
6770,Windpark Lützen,2021,,,Vestas V150-5.6MW (2×),,,51.2356,12.1417,,,1351607.8614,6663074.923
6771,Windpark Lützen,2022,,,,,,51.2356,12.1417,,,1351607.8614,6663074.923
6772,Windpark Magdeburg-Rothensee,2001,15.1,5,Enercon E-66/18.70 (2×),Rothensee,MD,52.1931,11.6722,"Enercon Windpark, Städtische Werke Magdeburg","errichtet neben dem Enercon-Werk und auf der Steinkopfinsel, zweiter Prototyp der Enercon E-82 und erster Prototyp der verbesserten Enercon E-126 EP8 mit 7,6 MW Nennleistung",1299343.3604,6835116.001
6773,Windpark Magdeburg-Rothensee,2005,,,Enercon E-70 (1×),,,52.1931,11.6722,,,1299343.3604,6835116.001
6774,Windpark Magdeburg-Rothensee,2006,,,Enercon E-82 (1×),,,52.1931,11.6722,,,1299343.3604,6835116.001
6775,Windpark Magdeburg-Rothensee,2010,,,Enercon E-126 EP8 (1×),,,52.1931,11.6722,,,1299343.3604,6835116.001
6776,Windpark Mahlwinkel,2008,78,36,Enercon E-82 (16×),Mahlwinkel,BK,52.4003,11.8181,Ventotec,errichtet auf ehem. Militärgelände,1315584.8741,6872830.9881
6777,Windpark Mahlwinkel,2015,,,Enercon E-82 E2 (20×),,,52.4003,11.8181,,,1315584.8741,6872830.9881
6778,Windpark Markröhlitz,1996,3,6,Enercon E-40/5.40 (6×),Goseck,BLK,51.2228,11.8536,,,1319536.7161,6660799.4925
6779,Windpark Markröhlitz,1998,,,,,,51.2228,11.8536,,,1319536.7161,6660799.4925
6780,Windpark Meineweh-Droyßig-Kretzschau,1997,22,15,Micon M 1800-600 (1×),Droyßig,BLK,51.0592,11.9858,"wpd, SoWiTec, ATM",Repowering geplant,1334253.1528,6631772.2056
6781,Windpark Meineweh-Droyßig-Kretzschau,2002,,,NEG Micon NM 60/1000 (2×),Kretzschau,,51.0514,12.0008,,,1335922.9451,6630390.8288
6782,Windpark Meineweh-Droyßig-Kretzschau,2004,,,NEG Micon NM 72c/1500 (7×),Meineweh,,51.0514,12.0008,,,1335922.9451,6630390.8288
6783,Windpark Meineweh-Droyßig-Kretzschau,2005,,,Vestas V72-1.5MW (5×),,,51.0514,12.0008,,,1335922.9451,6630390.8288
6784,Windpark Meineweh-Droyßig-Kretzschau,2007,,,REpower MM92 (2×),,,51.0514,12.0008,,,1335922.9451,6630390.8288
6785,Windpark Meineweh-Droyßig-Kretzschau,2008,,,Vestas V90-2.0MW (2×),,,51.0514,12.0008,,,1335922.9451,6630390.8288
6786,Windpark Meineweh-Droyßig-Kretzschau,,,,Enercon E-53 (1×),,,51.0514,12.0008,,,1335922.9451,6630390.8288
6787,Windpark Meitzendorf,2004,3,3,Enercon E-58 (3×),Barleben,BK,52.2194,11.5503,,,1285773.5145,6839893.4212
6788,Windpark Merbitz-Domnitz-Neutz,1999,64.9,31,Enercon E-66/15.66 (4×),Wettin-Löbejün,SK,51.6175,11.8503,"WP Merbitz, e.n.o. energy, Energieallianz Bayern",errichtet an der A 14; 2 weitere Anlagen wurden 2016 abgebaut,1319169.3617,6731257.849
6789,Windpark Merbitz-Domnitz-Neutz,2009,,,Enercon E-70 E4 (2×),,,51.6175,11.8503,,,1319169.3617,6731257.849
6790,Windpark Merbitz-Domnitz-Neutz,2012,,,Enercon E-82 (4×),,,51.6175,11.8503,,,1319169.3617,6731257.849
6791,Windpark Merbitz-Domnitz-Neutz,2016,,,Enercon E-82 E2 (3×),,,51.6175,11.8503,,,1319169.3617,6731257.849
